,P_NAME,P_STATUS,P_DETECTION,P_MASS,P_RADIUS,P_PERIOD,P_ECCENTRICITY,P_FLUX,P_ESI,P_DISTANCE,S_DISTANCE,S_MASS,S_RADIUS_EST,S_TYPE,S_CONSTELLATION,S_RA_H,S_DEC_T,P_HABZONE_CON
1238,K2-62 b,3.0,Transit,,2.14111,6.67202,,66.942114,0.26720844,0.0636,34.61042944785276,0.77,0.73,,Aquarius,22.290946,-11.812502,0
1239,K2-62 c,3.0,Transit,,2.14111,16.1966,,20.546123,0.30900718,0.1148,34.61042944785276,0.77,0.73,,Aquarius,22.290946,-11.812502,0
1240,K2-63 b,3.0,Transit,,3.21727,20.257,,189.01663,0.20769859,0.1627,160.86196319018404,1.4,1.63,,Aquarius,22.228446,-11.933625999999999,0
1241,K2-63 c,3.0,Transit,,3.90108,25.4556,,140.07206,0.18691211,0.189,160.86196319018404,1.4,1.63,,Aquarius,22.228446,-11.933625999999999,0
1242,K2-64 b,3.0,Transit,,2.07385,6.53044,,99.216827,0.26429275,0.0619,155.48159509202455,0.74,0.73,,Aquarius,22.160908,-10.571258,0
1243,K2-65 b,3.0,Transit,,1.58061,12.6475,,45.406937,0.30491599,0.1014,23.94478527607362,0.87,0.84,,Aquarius,22.214119,-9.074621,0
1244,K2-66 b,3.0,Transit,21.300833,2.48862,5.06963,0.0,838.41633,0.23275831,0.05983,159.6411042944785,1.11,1.67,,Aquarius,22.101781,-9.288451,0
1245,K2-68 b,3.0,Transit,,1.58061,8.05428,,41.932513,0.3073165,0.0708,51.98466257668712,0.73,0.68,,Aquarius,22.267986,-9.432682,0
1246,K2-69 b,3.0,Transit,,2.32047,7.06599,,17.866674,0.30812959,0.0591,55.71472392638037,0.55,0.49,,Aquarius,22.383971,-9.511420000000001,0
1247,K2-7 b,3.0,Transit,,2.66798,28.67992,,27.85235,0.26755298,0.1814,231.48466257668713,0.97,0.96,,Leo,11.139585,-0.934245,0
1248,K2-70 b,3.0,Transit,,2.89218,13.97896,,62.604901,0.23369671,0.1112,71.92331288343559,0.94,0.93,,Aquarius,22.565055,-9.915054,0
1249,K2-71 b,3.0,Transit,,2.15232,6.98541,,13.653554,0.33694595,0.0559,47.196319018404914,0.48,0.43,,Aquarius,22.78163,-8.118381,0
1250,K2-72 b,3.0,Transit,,1.07616,5.577212,0.11,7.8242036,0.45254367,0.040242,20.417177914110432,0.27,0.33,,Aquarius,22.308133,-8.387618,0
1251,K2-72 c,3.0,Transit,,1.15463,15.189034,0.11,2.0576472,0.75020127,0.0784719,20.417177914110432,0.27,0.33,,Aquarius,22.308133,-8.387618,0
1252,K2-72 d,3.0,Transit,,1.0089,7.760178,0.11,5.0074903,0.52829121,0.0503025,20.417177914110432,0.27,0.33,,Aquarius,22.308133,-8.387618,0
1253,K2-72 e,3.0,Transit,,1.28915,24.158868,0.11,1.1141621,0.90286374,0.1066413,20.417177914110432,0.27,0.33,,Aquarius,22.308133,-8.387618,0
1254,K2-73 b,3.0,Transit,,2.45499,7.49543,,213.29371,0.23882684,0.07619,83.21165644171779,1.05,1.06,,Aquarius,22.335033,-8.943907,0
1255,K2-74 b,3.0,Transit,,2.30926,19.5666,,59.038494,0.26141588,0.1402,117.13190184049081,0.96,0.98,,Aquarius,22.661291,-7.285495,0
1256,K2-75 b,3.0,Transit,,2.66798,7.8142,,429.26409,0.22620607,0.081,175.11042944785277,1.16,1.56,,Aquarius,22.589658,-6.5301469999999995,0
1257,K2-75 c,3.0,Transit,,2.76887,18.311,,137.92092,0.22808969,0.1429,175.11042944785277,1.16,1.56,,Aquarius,22.589658,-6.5301469999999995,0
1258,K2-77 b,3.0,Transit,603.87321,2.29805,8.199796,0.14,58.455211,0.26217887,0.074583647,43.65337423312884,0.8,0.76,,Taurus,3.6818954,12.572612,0
1259,K2-79 b,3.0,Transit,,3.68809,10.99573,,185.83216,0.19145883,0.0987,79.11042944785275,1.06,1.28,,Taurus,3.6837272,13.519372,0
1260,K2-8 b,3.0,Transit,,3.57599,10.35239,,37.663476,0.22021925,0.0856,125.13190184049081,0.78,0.74,K3 V,Leo,11.319579,0.284375,0
1261,K2-8 c,3.0,Transit,,2.41015,5.06416,,97.508992,0.24806854,0.0532,125.13190184049081,0.78,0.74,K3 V,Leo,11.319579,0.284375,0
1262,K2-80 b,3.0,Transit,,2.00659,19.0918,,32.611781,0.2940885,0.135,61.95092024539878,0.9,0.87,,Taurus,3.9358327,13.559289000000001,0
1263,K2-80 c,3.0,Transit,,1.46851,5.605,,167.32065,0.28852302,0.0596,61.95092024539878,0.9,0.87,,Taurus,3.9358327,13.559289000000001,0
1264,K2-80 d,3.0,Transit,,2.55588,28.867253,,18.807048,0.29299979,0.17777092,61.95092024539878,0.9,0.87,,Taurus,3.9358327,13.559289000000001,0
1265,K2-81 b,3.0,Transit,,1.97296,6.102325,0.06,48.848588,0.28289742,0.0591062,77.95705521472392,0.75,0.63,,Taurus,3.8323661,14.5022,0
1266,K2-83 b,3.0,Transit,,1.24431,2.74697,,40.663781,0.32245015,0.03014,38.64417177914111,0.48,0.42,,Taurus,3.9934377,15.558886000000001,0
1267,K2-83 c,3.0,Transit,,1.47972,9.99767,,7.2642935,0.44683538,0.07131,38.64417177914111,0.48,0.42,,Taurus,3.9934377,15.558886000000001,0
1268,K2-84 b,3.0,Transit,,2.41015,6.4215,,178.82155,0.24208362,0.0665,88.1073619631902,0.95,0.93,,Taurus,3.7206184,16.634548,0
1269,K2-84 c,3.0,Transit,,2.02901,27.86,,25.298725,0.30390614,0.1768,88.1073619631902,0.95,0.93,,Taurus,3.7206184,16.634548,0
1270,K2-85 b,3.0,Transit,,1.0089,0.684533,,484.75237,0.29579765,0.01263,29.904907975460123,0.57,0.51,,Taurus,3.9642931,18.465253999999998,0
1271,K2-86 b,3.0,Transit,,1.96175,8.77683,,78.829815,0.27337547,0.077,79.94171779141105,0.79,0.76,,Taurus,3.4368534,18.635616,0
1272,K2-87 b,3.0,Transit,,7.60038,9.726618,,216.79726,0.11379987,0.094,154.47852760736197,1.16,1.4,,Taurus,4.4157483,18.827417,0
1273,K2-88 b,3.0,Transit,,1.2331,4.6122,,7.9641126,0.44572067,0.0345,34.02147239263804,0.26,0.26,,Taurus,3.6501067,19.120178,0
1274,K2-89 b,3.0,Transit,,0.61655,1.096026,,79.665455,0.29031969,0.01462,26.45705521472393,0.35,0.32,,Taurus,3.8044479,20.459639,0
1275,K2-9 b,3.0,Transit,,2.25321,18.4498,,1.3731818,0.7057859,0.091,25.50920245398773,0.3,0.31,M2.5 V,Virgo,11.750965,0.005301,0
1276,K2-90 b,3.0,Transit,,2.60072,13.733314,,15.107478,0.30548041,0.096,41.380368098159515,0.63,0.62,,Taurus,3.9434939,22.472631,0
1277,K2-90 c,3.0,Transit,,1.30036,2.900706,0.19,115.76636,0.29889885,0.03563175,41.380368098159515,0.63,0.62,,Taurus,3.9434939,22.472631,0
1278,K2-91 b,3.0,Transit,,1.09858,1.419549,,44.948044,0.3228566,0.0164,19.23006134969325,0.29,0.28,,Taurus,4.2145378,24.205112,0
1279,K2-95 b,3.0,Transit,,3.87866,10.134016,,5.1701506,0.36559252,0.0696,55.4079754601227,0.44,0.42,M3.0,Cancer,8.6241836,18.976685,0
1280,K2-97 b,3.0,Transit,,10.61587,8.406726,,1198.3131,0.082951377,0.086,266.79754601226995,1.2,4.47,,Cancer,8.5175226,10.847586,0
1281,K2-98 b,3.0,Transit,,5.20144,10.136448,,337.81094,0.14934517,0.0974,161.44478527607362,1.2,1.57,F8 V,Cancer,8.432553,11.511145,0
1282,K2-99 b,3.0,Transit,,11.72566,18.251985,,363.00598,0.078203956,0.1597,160.2116564417178,1.63,2.63,G0 IV,Virgo,13.91825,-4.5575339999999995,0
1283,KELT-1 b,3.0,Transit,8654.4565,12.4431,1.217514,0.0099,5668.745,0.071593243,0.024661208,80.3680981595092,1.32,1.46,,Andromeda,0.024142801,39.383808,0
1284,KELT-10 b,3.0,Transit,215.80521,15.68279,4.1662739,,595.69591,0.059810731,0.0525,56.13496932515338,1.11,1.21,G0 V,Telescopium,18.969893,-46.996758,0
1285,KELT-11 b,3.0,Transit,54.348589,15.1335,4.7361,0.0007,1393.6443,0.060699717,0.062312867,30.503067484662576,1.44,2.69,G8/K0 IV,Sextans,10.780485,-8.600975,0
1286,KELT-12 b,3.0,Transit,301.9366,19.9538,5.031623,0.0,1738.4458,0.047131737,0.06708,110.42944785276075,1.59,2.37,,Hercules,17.842701,36.570232000000004,0
1287,KELT-14 b,3.0,Transit,408.09116,19.53903,1.7100566,0.0,2453.9798,0.047870255,0.03005,81.59509202453988,1.24,1.52,G4,Puppis,7.2200994,-41.590256000000004,0
1288,KELT-15 b,3.0,Transit,416.35468,19.5054,3.32944,0.0,1196.3085,0.048394917,0.055511047,100.53374233128835,2.06,1.78,,Carina,7.8276695,-51.879547,0
1289,KELT-16 b,3.0,Transit,874.02701,15.86215,0.9689951,0.0,5998.3128,0.057613749,0.02044,138.12269938650306,1.21,1.36,F7 V,Cygnus,20.951234,31.661033999999997,0
1290,KELT-17 b,3.0,Transit,416.35468,17.09525,3.0801716,,3160.796,0.053982347,0.04881,64.41717791411044,1.64,1.65,A,Cancer,8.374502,13.735318999999999,0
1291,KELT-18 b,3.0,Transit,375.03704,17.5997,2.8717518,0.0,3124.8986,0.052575626,0.0455,95.39877300613497,1.52,1.91,F4 V,Ursa Major,14.434935,59.444275,0
1292,KELT-19 A b,3.0,Transit,1293.56,21.4111,4.6117093,,2339.683,0.044025935,0.0637,92.8834355828221,1.62,1.83,A8 V,Canis Minor,7.433967,7.615806,0
1293,KELT-2 A b,3.0,Transit,540.3076,15.1335,4.11379,0.0,1589.1767,0.060605982,0.058011114,41.27914110429448,1.54,1.93,F8,Auriga,6.1775969,30.957144,0
1294,KELT-20 b,3.0,Transit,1074.8943,19.51661,3.4741085,,4291.4614,0.047737682,0.0542,42.852760736196316,1.76,1.56,A2 V,Cygnus,19.644095,31.219224999999998,0
1295,KELT-21 b,3.0,Transit,1242.7075,17.77906,3.6127647,0.0,2942.8435,0.052112608,0.05224,127.30061349693253,1.46,1.64,A8 V,Cygnus,20.320004,32.581039000000004,0
1296,KELT-23 A b,3.0,Transit,298.12267,14.83083,2.255251,0.0,995.05731,0.062109458,0.03302,38.472392638036816,0.94,1.0,G2 V,Ursa Minor,15.476443,66.358762,0
1297,KELT-3 b,3.0,Transit,616.58633,17.4876,2.70339,0.0,1810.9921,0.053127397,0.047519009,64.83128834355828,1.96,1.7,,Leo Minor,9.9095555,40.388069,0
1298,KELT-4 A b,3.0,Transit,286.68086,19.04579,2.9895932,0.0,1825.6251,0.049152345,0.04317,64.41717791411044,1.2,1.6,F,Leo,10.470837,25.573189,0
1299,KELT-6 b,3.0,Transit,165.27056,14.573,7.8457,0.22,505.42359,0.064116514,0.088936133,74.35276073619632,1.42,1.73,F8,Coma Berenices,13.065459,30.640051,0
1300,KELT-6 c,3.0,Radial Velocity,1179.1419,,1276.0,0.21,0.66568326,0.37754934,2.4426995,74.35276073619632,1.42,1.73,F8,Coma Berenices,13.065459,30.640051,1
1301,KELT-7 b,3.0,Transit,441.78092,17.936,2.73477,0.0,2885.5719,0.051703581,0.046198476,42.08895705521473,1.76,1.81,F,Auriga,5.2197024,33.318165,0
1302,KELT-8 b,3.0,Transit,209.76648,18.1602,3.24406,0.04,1311.4766,0.051558036,0.040001638,60.95092024539878,0.81,1.46,G2 V,Hercules,18.887035,24.12738,0
1303,KELT-9 b,3.0,Transit,915.34465,21.19811,1.4811235,0.0,44539.192,0.044010403,0.03462,63.082822085889575,2.52,2.36,B9.5-A0,Cygnus,20.523988,39.938827999999994,0
1304,KIC 10001893 b,3.0,Orbital Brightness Modulation,,,0.2197,,,,,539.4079754601228,,,,Lyra,19.15928,46.984489,0
1305,KIC 10001893 c,3.0,Orbital Brightness Modulation,,,0.32528,,,,,539.4079754601228,,,,Lyra,19.15928,46.984489,0
1306,KIC 10001893 d,3.0,Orbital Brightness Modulation,,,0.81161,,,,,539.4079754601228,,,,Lyra,19.15928,46.984489,0
1307,KIC 10525077 b,3.0,Transit,,5.50411,854.083,,0.40282731,0.42520741,1.7671908,467.8865030674847,1.01,1.01,,Cygnus,19.158539,47.771187,1
1308,KIC 3558849 b,3.0,Transit,,6.90536,1322.3,,0.24240188,0.3181432,2.3413785,386.11963190184053,0.98,1.01,,Cygnus,19.663324,38.605197000000004,0
1309,KIC 5437945 b,3.0,Transit,,6.40091,440.7813,,1.6567226,0.45517974,1.1590966,405.66871165644176,1.07,1.24,,Lyra,19.231658,40.651357,0
1310,KIC 5951458 b,3.0,Transit,,6.60269,1320.1,,0.58041554,0.44612347,2.3387808,232.75460122699388,0.98,1.52,,Lyra,19.266106,41.223038,1
1311,KIC 7917485 b,3.0,Pulsation Timing Variations,3750.3704,,840.0,0.15,2.3979569,0.33213916,2.0730838,441.50613496932516,1.63,2.1115127,A,Cygnus,19.962307,43.632622,0
1312,KIC 8540376 b,3.0,Transit,,4.10286,31.8099,,63.08548,0.19120528,0.19901946,339.3773006134969,1.04,1.26,,Lyra,18.82517,44.694592,0
1313,KIC 8540376 c,3.0,Transit,,2.39894,75.2,,20.031894,0.29705812,0.35318256,339.3773006134969,1.04,1.26,,Lyra,18.82517,44.694592,0
1314,KIC 9663113 b,3.0,Transit,,4.5961,572.3847,,0.71647172,0.53083582,1.3398113,512.5398773006135,0.98,1.03,,Cygnus,19.803029,46.328701,1
1315,KMT-2016-BLG-1107L b,3.0,Microlensing,1043.4293,,,,,,0.342,2040.1840490797547,0.09,,,Sagittarius,17.761184,-25.9682,0
1316,KMT-2016-BLG-1397L b,3.0,Microlensing,2224.796,,,,,,5.1,2024.5398773006136,0.45,,,Sagittarius,18.177642,-23.142262,0
1317,KMT-2016-BLG-1820L b,3.0,Microlensing,1452.474,,,,,,1.08,1920.2453987730062,0.04,,,Sagittarius,17.91765,-28.48308,0
1318,KMT-2016-BLG-2142L b,3.0,Microlensing,4923.1558,,,,,,0.83,2150.306748466258,0.07,,,Sagittarius,17.874134,-28.615438,0
1319,KMT-2017-BLG-0165L b,3.0,Microlensing,34.00124,,,,,,3.45,1389.5705521472394,0.76,,,Sagittarius,17.976645,-27.866331,0
1320,KMT-2017-BLG-1038L b,3.0,Microlensing,635.65601,,,,,,1.8,1840.4907975460123,0.37,,,Sagittarius,17.744729,-24.856969,0
1321,KMT-2017-BLG-1146L b,3.0,Microlensing,225.65788,,,,,,1.6,1993.8650306748468,0.33,,,Scorpius,17.94039,-32.857531,0
1322,KOI-12 b,3.0,Transit,1690.845,17.2634,17.85523,0.72,321.17249,0.056443526,0.20549679,123.9233128834356,1.82,1.75,,Cygnus,19.83025,41.010991,0
1323,KOI-1257 b,3.0,Transit,460.8506,10.5374,86.647661,0.772,11.451855,0.16695966,0.49583294,276.07361963190186,0.99,1.13,G5 V,Cygnus,19.415013,44.927383,0
1324,KOI-13 b,3.0,Transit,2949.4439,16.94952,1.763588,0.00064,7007.96,0.054220598,0.036410007,127.30061349693253,1.72,1.74,,Lyra,19.131414,46.868362,0
1325,KOI-142 b,3.0,Transit,8.5813561,3.77777,10.95416,0.05593,68.690362,0.19954808,0.095352357,103.9877300613497,0.96,0.88,G6 V,Lyra,19.409874,40.669407,0
1326,KOI-142 c,3.0,Transit Timing Variations,198.96033,,22.3395,0.05628,25.831316,0.10322627,0.15549587,103.9877300613497,0.96,0.88,G6 V,Lyra,19.409874,40.669407,0
1327,KOI-1599.01,3.0,Transit,4.5989712,1.9057,20.4415,0.014,,,0.14729443,358.5858895705522,1.02,0.97,,Cygnus,19.891591,40.618421,0
1328,KOI-1599.02,3.0,Transit,9.000889,1.9057,13.6088,0.0114,,,0.1123003,358.5858895705522,1.02,0.97,,Cygnus,19.891591,40.618421,0
1329,KOI-217 b,3.0,Transit,,12.4431,3.90512,0.0,275.33092,0.075294486,0.0477,245.39877300613497,0.95,0.86,,Cygnus,19.657701,46.285854,0
1330,Kepler-90 b,3.0,Transit,,1.31157,7.008151,,321.96007,0.29083836,0.074,239.26380368098162,1.2,1.2,G0 V,Draco,18.962234,49.305161,0
1331,Kepler-90 c,3.0,Transit,,1.18826,8.719375,,222.57964,0.29658307,0.089,239.26380368098162,1.2,1.2,G0 V,Draco,18.962234,49.305161,0
1332,Kepler-90 d,3.0,Transit,,2.86976,59.73667,,17.217318,0.28378187,0.32,239.26380368098162,1.2,1.2,G0 V,Draco,18.962234,49.305161,0
1333,Kepler-90 e,3.0,Transit,,2.65677,91.93913,,9.9946335,0.33873304,0.42,239.26380368098162,1.2,1.2,G0 V,Draco,18.962234,49.305161,0
1334,Kepler-90 f,3.0,Transit,,2.88097,124.9144,,7.6521413,0.3573414,0.48,239.26380368098162,1.2,1.2,G0 V,Draco,18.962234,49.305161,0
1335,Kepler-90 g,3.0,Transit,,8.10483,210.60697,,3.4974278,0.32276871,0.71,239.26380368098162,1.2,1.2,G0 V,Draco,18.962234,49.305161,0
1336,Kepler-90 h,3.0,Transit,,11.29968,331.60059,,1.7283142,0.37851411,1.01,239.26380368098162,1.2,1.2,G0 V,Draco,18.962234,49.305161,0
1337,KOI-3680 b,3.0,Transit,613.40805,11.0979,141.24167,0.496,3.8524921,0.27810987,0.59968627,290.36503067484665,1.01,0.96,,Cygnus,19.552105,45.309677,0
1338,KOI-55 b,3.0,Orbital Brightness Modulation,0.4449592,0.76228,0.240104,,588634.37,0.28649127,0.006,361.9631901840491,0.5,0.2,B,Cygnus,19.757075,41.092755000000004,0
1339,KOI-55 c,3.0,Orbital Brightness Modulation,0.66743881,0.86317,0.342887,,366877.38,0.29099281,0.0076,361.9631901840491,0.5,0.2,B,Cygnus,19.757075,41.092755000000004,0
1340,KOI-94 b,3.0,Transit,10.488324,1.71513,3.743208,0.25,1191.6149,0.26992414,0.052789688,148.35889570552146,1.28,1.52,,Cygnus,19.822205,41.891117,0
1341,KOI-94 c,3.0,Transit,15.573572,4.31585,10.423648,0.43,326.33788,0.17027042,0.11066518,148.35889570552146,1.28,1.52,,Cygnus,19.822205,41.891117,0
1342,KOI-94 d,3.0,Transit,106.15455,11.26605,22.342989,0.022,106.63819,0.087951165,0.16844075,148.35889570552146,1.28,1.52,,Cygnus,19.822205,41.891117,0
1343,KOI-94 e,3.0,Transit,34.96108,6.55785,54.32031,0.019,32.591956,0.15583052,0.30465498,148.35889570552146,1.28,1.52,,Cygnus,19.822205,41.891117,0
1344,KPS-1 b,3.0,Transit,346.43252,11.5463,1.706291,0.0,729.70643,0.077740387,0.0269,81.19325153374234,0.89,0.91,K1 V,Ursa Major,11.011161,64.96402,0
1345,Kapteyn c,3.0,Radial Velocity,6.9922161,,121.54,0.23,0.12713917,0.37188858,0.31922595,1.2055214723926382,0.28,0.29,M0 V,Pictor,5.1946063,-44.981586,0
1346,Kepler-10 b,3.0,Transit,4.608506,1.47972,0.837491,,3411.5453,0.28018964,0.0172,57.20858895705522,0.91,1.06,,Draco,19.045294,50.241299,0
1347,Kepler-10 c,3.0,Transit,17.162712,2.3541,45.294301,0.0,17.387476,0.30816291,0.24092715,57.20858895705522,0.91,1.06,,Draco,19.045294,50.241299,0
1348,Kepler-100 b,3.0,Transit,7.3100441,1.32278,6.88705,,433.67625,0.28932091,0.072667402,94.2760736196319,1.08,1.49,,Lyra,19.425733,41.990273,0
1349,Kepler-100 c,3.0,Transit,7.0494251,2.19716,12.8159,,189.47175,0.25189618,0.1099386,94.2760736196319,1.08,1.49,,Lyra,19.425733,41.990273,0
1350,Kepler-100 d,3.0,Transit,3.0002963,1.61424,35.3331,,49.011832,0.3011352,0.21615833,94.2760736196319,1.08,1.49,,Lyra,19.425733,41.990273,0
1351,Kepler-1000 b,3.0,Transit,,4.76425,120.01813,,12.488843,0.24108765,0.53257833,283.74233128834356,1.4,1.51,,Lyra,19.112369,47.098221,0
1352,Kepler-1001 b,3.0,Transit,,3.15001,14.30512,,50.896779,0.22772765,0.11132296,309.50920245398777,0.9,0.88,,Draco,19.084926,48.618706,0
1353,Kepler-1002 b,3.0,Transit,,1.71513,4.3364293,,1018.1007,0.27011936,0.055596956,130.3680981595092,1.22,1.57,,Cygnus,19.538634,43.073715,0
1354,Kepler-1003 b,3.0,Transit,,1.78239,3.5548569,,767.1441,0.26724179,0.047188042,267.7914110429448,1.11,1.17,,Cygnus,19.468031,44.876217000000004,0
1355,Kepler-1004 b,3.0,Transit,,6.2776,5.2878979,,1664.1815,0.1272196,0.061490202,331.28834355828224,1.11,3.39,,Cygnus,19.823954,49.79755,0
1356,Kepler-1005 b,3.0,Transit,,1.50214,6.4980152,,242.37397,0.28449108,0.06813392,157.9754601226994,1.0,1.06,,Lyra,19.085735,43.320461,0
1357,Kepler-1006 b,3.0,Transit,,1.53577,19.76172,,22.811845,0.33527739,0.13165103,152.1472392638037,0.78,0.74,,Cygnus,19.716943,42.537476,0
